FID,SOLMUTUNNU,LYHYTTUNNU,SOLMUTYYPP,X,Y,PROJ_X,PROJ_Y,NIMI1,NAMN1,NIMI2,NAMN2,REI_VOIM,AIK_VOIM,VERKKO,PYSAKKITYY,X-koord.,Y-koord.
"908","1140902",XH1114,P,"2551180","6674707","2551190","6674712",Kivelän sairaala,Stengårds sjukhus,Sibeliuksenkatu 14,Sibeliusgatan 14,"0","0","0","99",24.9190430200,60.1807611200
"909","1140903",XH1118,P,"2551291","6674460","2551287","6674460",Sandels senioritalo,Sandels seniorhus,Välskärinkatu 4,Fältskärsgatan 4,"0","0","0","99",24.9209808800,60.1785306100
"910","1140904",XH1122,P,"2550587","6674755","2550581","6674762",Rajas. Melontakeskus,Råholmens paddlingc.,Rajasaarenpenger 10,Råholmsbanken 10,"0","0","0","99",24.9083707000,60.1812654900
"911","1140905",XH1140,P,"2551012","6675419","2551012","6675419",Kirjailijanpuisto,Författarparken,Minna Canthin katu,Minna Canths gata,"0","0","0","99",24.9161940600,60.1871717300
"912","1140906",XH2251,P,"2551843","6675283","2551842","6675282",Talvipuutarha,Vinterträdgården,Hammarskjöldintie 1,Hammarskjöldsvägen 1,"0","0","0","99",24.9311346600,60.1858469500
"913","1140907",XH2252,P,"2551637","6675092","2551636","6675099",Mäntymäentie,Tallbackavägen,Mäntymäentie,Tallbackav.,"0","0","0","99",24.9273742400,60.1841588800
"914","1140908",XH2253,P,"2551643","6675105","2551644","6675100",Mäntymäentie,Tallbackavägen,Mäntymäentie,Tallbackav.,"0","0","0","99",24.9274856400,60.1842747900
"915","1140909",XH1100,P,"2550847","6674766","2550831","6674758",Sibelius-monumentti,Sibeliusmonumentet,Merikannontie,Merikantovägen,"0","0","0","99",24.9130579900,60.1813320400
"916","1140910",XH2100,P,"2551725","6675468","2551717","6675466",Uimastadion,Simstadion,Hammarskjöldintie,Hammarskjöldsvägen,"0","0","0","99",24.9290552000,60.1875220900
"917","1140911",XH2075,P,"2551338","6675394","2551333","6675390",Sonera Stadium,Sonera Stadium,Urheilukatu 5,Idrottsgatan 5,"0","0","0","99",24.9220625100,60.1869066600
"918","1150100",H1784,P,"2550254","6676061","2550281","6676059",Valpurinpuisto,Valborgsparken,Valpurintie,Valborgsvägen,"0","0","1","99",24.9026924400,60.1930268600
"919","1150101",H1327,P,"2550727","6675804","2550711","6675798",Töölön tulli,Tölö tull,Topeliuksenkatu 43,Topeliusgatan 43,"1","1","1","01",24.9111538600,60.1906621900
"920","1150102",H1326,P,"2550707","6675804","2550710","6675805",Töölön tulli,Tölö tull,Topeliuksenkatu,Topeliusgatan,"1","1","1","01",24.9107934100,60.1906646700
"921","1150103",H1325,P,"2550524","6675742","2550534","6675732",Silmäklinikka,Ögonkliniken,Sairaala-alue,Sjukhusområdet,"0","0","1","99",24.9074799100,60.1901308700
"922","1150104",H1785,P,"2550114","6676302","2550121","6676290",Pihlajatie,Rönnvägen,Kuusitie 3,Granvägen 3,"0","0","1","99",24.9002282900,60.1952068100
"923","1150105",H1783,P,"2549887","6676446","2549904","6676427",Paciuksenkuja,Paciusgränden,Paciuksenkaari,Paciussvängen,"0","0","1","99",24.8961717800,60.1965268000
"924","1150106",H1326,P,"2550645","6675908","2550669","6675917",Töölön tulli,Tölö tull,Topeliuksenkatu,Topeliusgatan,"0","0","1","99",24.9097018200,60.1916056600
"925","1150107",H1321,P,"2550728","6675657","2550725","6675653",Naistenklinikka,Kvinnokliniken,Stenbäckinkatu,Stenbäcksgatan,"1","1","1","01",24.9111353400,60.1893428500
"926","1150108",H1320,P,"2550774","6675583","2550787","6675597",Naistenklinikka,Kvinnokliniken,Haartmaninkatu,Haartmansgatan,"1","1","1","04",24.9119459400,60.1886730600
"927","1150109",H1323,P,"2550549","6675813","2550541","6675802",Haartmaninkatu,Haartmansgatan,Haartmaninkatu,Haartmansgatan,"1","1","1","01",24.9079480600,60.1907649600
"928","1150110",H1322,P,"2550521","6675795","2550533","6675809",Haartmaninkatu,Haartmansgatan,Haartmaninkatu,Haartmansgatan,"1","1","1","01",24.9074389700,60.1906068700
"929","1150111",H1385,P,"2549806","6676108","2549794","6676092",Meilahdentie,Mejlansvägen,Paciuksenkatu 17,Paciusgatan 17,"1","1","1","01",24.8946291600,60.1935033500
"930","1150112",H1384,P,"2549849","6676026","2549860","6676042",Meilahdentie,Mejlansvägen,Paciuksenkatu,Paciusgatan,"1","1","1","01",24.8953841700,60.1927622300
"931","1150113",H1387,P,"2549562","6676313","2549576","6676283",Paciuksenkaari,Paciussvängen,Paciuksenkatu,Paciusgatan,"1","1","1","01",24.8902810300,60.1953726700
"932","1150114",H1386,P,"2549656","6676177","2549673","6676193",Paciuksenkaari,Paciussvängen,Paciuksenkatu,Paciusgatan,"1","1","1","01",24.8919423100,60.1941407800
"933","1150115",H1327,P,"2550701","6675886","2550681","6675882",Töölön tulli,Tölö tull,Topeliuksenkatu,Topeliusgatan,"0","0","1","99",24.9107056500,60.1914013000
"934","1150116",H1381,P,"2550453","6675876","2550476","6675865",Meilahden sairaala,Mejlans sjukhus,Tukholmankatu,Stockholmsgatan,"1","1","1","04",24.9062334600,60.1913421600
"935","1150117",H1382,P,"2550234","6675857","2550235","6675871",Mäntytie,Tallvägen,Tukholmankatu,Stockholmsgatan,"0","0","1","99",24.9022817300,60.1911985600
"936","1150118",H1380,P,"2550553","6675843","2550553","6675863",Meilahden sairaala,Mejlans sjukhus,Tukholmankatu,Stockholmsgatan,"1","1","1","01",24.9080275800,60.1910336900
"937","1150119",H1291,P,"2550440","6675354","2550432","6675349",Seurasaarentie,Fölisövägen,Paciuksenkatu,Paciusgatan,"1","1","1","04",24.9058701300,60.1866592000
"938","1150120",H1292,P,"2550381","6675398","2550391","6675406",Seurasaarentie,Fölisövägen,Paciuksenkatu,Paciusgatan,"1","1","1","04",24.9048177900,60.1870613200
"939","1150121",H1380,P,"2550458","6675838","2550458","6675858",Meilahden sairaala,Mejlans sjukhus,Tukholmankatu,Stockholmsgatan,"0","0","1","99",24.9063141800,60.1910005300
"940","1150122",H1293,P,"2550192","6675382","2550200","6675375",Humallahti,Hummelviken,Seurasaarentie,Fölisövägen,"1","1","1","04",24.9014079400,60.1869409300
"941","1150123",H1294,P,"2550210","6675372","2550203","6675378",Humallahti,Hummelviken,Seurasaarentie,Fölisövägen,"1","1","1","04",24.9017298500,60.1868489800
"942","1150124",H1295,P,"2550080","6675331","2550067","6675323",Mäntyniemi,Talludden,Seurasaarentie 3,Fölisövägen 3,"1","1","1","04",24.8993771100,60.1864969400
"943","1150125",H1296,P,"2550055","6675319","2550065","6675325",Mäntyniemi,Talludden,Seurasaarentie 4,Fölisövägen 4,"1","1","1","04",24.8989236600,60.1863923000
"944","1150126",H1297,P,"2549875","6675441","2549876","6675427",Ruutikellarit,Krutkällarna,Seurasaarentie 7,Fölisövägen 7,"1","1","1","04",24.8957098000,60.1875091100
"945","1150127",H1298,P,"2549890","6675411","2549888","6675429",Ruutikellarit,Krutkällarna,Seurasaarentie 6,Fölisövägen 6,"1","1","1","04",24.8959727900,60.1872380500
"946","1150128",H1299,P,"2549508","6675548","2549507","6675535",Heikinniementie,Hindersnäsvägen,Seurasaarentie,Fölisövägen,"1","1","1","04",24.8891220500,60.1885138500
"947","1150129",H1300,P,"2549531","6675518","2549533","6675533",Heikinniementie,Hindersnäsvägen,Seurasaarentie,Fölisövägen,"1","1","1","01",24.8895292600,60.1882418500
"948","1150130",H1302,P,"2549319","6675543","2549319","6675558",Seurasaari,Fölisön,Seurasaarentie,Fölisövägen,"1","1","1","01",24.8857147600,60.1884917700
"949","1150131",H1383,P,"2550178","6675883","2550177","6675873",Mäntytie,Tallvägen,Tukholmankatu 23,Stockholmsgatan 23,"0","0","1","01",24.9012788400,60.1914387500
